full_name,H,diameter,albedo,e,a,q,i,n
145507 (2006 DW40),15.09,5.929,0.066,0.1454,3.204,2.738,2.97,0.1718
145508 (2006 DO50),15.52,2.599,0.238,0.0846,2.72,2.49,9.2,0.2196
145509 (2006 DX65),15.96,4.426,0.047,0.0824,2.689,2.467,5.07,0.2236
145510 (2006 DZ82),15.95,5.12,0.029,0.0773,3.097,2.857,2.31,0.1809
145511 (2006 DL93),16.04,3.855,0.047,0.0955,3.168,2.866,2.73,0.1748
145515 (2006 DA122),15.95,3.949,0.071,0.0133,2.714,2.678,6.29,0.2205
145518 (2006 DN199),16.25,2.713,0.072,0.1594,2.428,2.041,5.78,0.2606
145521 (2006 EC30),14.72,6.851,0.054,0.0588,3.117,2.933,16.45,0.1791
145523 Lulin (2006 EM67),15.75,3.913,0.073,0.1829,2.747,2.245,10.87,0.2165
145524 (2006 FS),15.72,2.077,0.283,0.1429,2.628,2.252,10.16,0.2314
145527 (2006 FV19),16.03,3.522,0.075,0.1296,2.673,2.326,11.75,0.2256
145528 (2006 FB29),14.49,6.658,0.083,0.0608,3.392,3.186,15.5,0.1578
145529 (2006 FQ31),15.58,5.342,0.039,0.2124,3.1,2.442,6.62,0.1806
145533 (2006 FE51),15.54,4.574,0.077,0.1937,2.781,2.242,16.97,0.2125
145540 (2006 GR47),17.22,1.636,0.087,0.1514,2.33,1.978,0.14,0.277
145543 (2006 JF38),15.93,4.601,0.044,0.0679,3.075,2.866,1.46,0.1828
145544 (2006 JP46),16.33,1.628,0.221,0.2492,2.608,1.958,13.24,0.2341
145545 Wensayling (2006 KA39),15.01,5.837,0.062,0.1656,3.297,2.751,15.42,0.1646
145547 (2006 KC87),14.85,2.727,0.313,0.1496,2.567,2.183,49.03,0.2396
145549 (2006 KJ124),15.2,2.532,0.276,0.2775,2.546,1.839,20.62,0.2426
145550 (2006 KA125),15.22,5.313,0.057,0.3692,2.716,1.713,10.96,0.2202
145552 (2006 LZ1),15.65,2.163,0.314,0.2468,2.467,1.858,10.25,0.2543
145554 (2006 MJ9),16.39,1.524,0.252,0.2461,2.412,1.818,2.43,0.2631
145560 (2006 OG2),16.14,1.767,0.205,0.2256,2.692,2.085,13.53,0.2232
145563 (2006 ON7),16.36,1.319,0.369,0.2044,2.412,1.919,3.71,0.2631
145564 (2006 OF9),15.86,1.9,0.234,0.2091,2.584,2.044,16.34,0.2372
145565 (2006 OH10),15.59,5.185,0.038,0.0948,3.133,2.836,4.27,0.1777
145566 Andreasphilipp (2006 ON10),15.34,5.302,0.03,0.1724,2.702,2.236,10.98,0.2219
145570 (2006 OM11),16.54,1.321,0.279,0.2088,2.437,1.928,1.97,0.259
145571 (2006 OY11),15.12,6.528,0.041,0.2819,3.134,2.251,17.61,0.1776
145573 (2006 OA13),16.37,1.239,0.418,0.2549,2.409,1.795,6.6,0.2636
145574 (2006 OD13),15.77,4.25,0.068,0.1668,2.73,2.275,15.07,0.2185
145575 (2006 OV15),15.82,3.878,0.068,0.1922,2.583,2.086,14.4,0.2375
145576 (2006 PE),14.71,6.294,0.059,0.2066,3.212,2.548,17.55,0.1713
145577 (2006 PK1),16.25,1.417,0.32,0.2018,2.457,1.962,2.27,0.2558
145580 (2006 PM10),14.89,7.037,0.067,0.0728,3.125,2.898,15.03,0.1784
145584 (2006 PT14),16.16,1.546,0.294,0.1964,2.465,1.981,3.61,0.2547
145586 (2006 PD16),16.45,1.709,0.241,0.203,2.469,1.968,3.29,0.2541
145591 (2006 PE31),15.33,5.038,0.07,0.0617,3.225,3.026,8.48,0.1702
145592 (2006 PL33),15.71,5.279,0.04,0.1558,2.859,2.413,13.13,0.2039
145596 (2006 QS3),16.01,3.352,0.069,0.224,2.799,2.172,1.66,0.2105
145600 (2006 QS11),14.91,7.468,0.07,0.2342,3.118,2.387,15.59,0.179
145604 (2006 QD25),16.18,1.671,0.23,0.2195,2.444,1.908,8.96,0.2579
145616 (2006 QV54),15.18,9.548,0.019,0.2444,3.179,2.402,19.92,0.1739
145619 (2006 QT80),15.81,3.797,0.071,0.1865,2.67,2.172,11.8,0.2259
145622 (2006 QM95),16.02,3.362,0.068,0.0285,2.728,2.65,5.82,0.2188
145640 (3008 P-L),15.97,2.08,0.282,0.1925,2.591,2.092,9.06,0.2363
145641 (3562 P-L),15.65,2.495,0.116,0.1674,2.302,1.916,8.12,0.2822
145642 (4058 P-L),15.49,4.759,0.065,0.125,2.749,2.406,4.13,0.2162
145643 (4064 P-L),15.58,4.361,0.064,0.1996,2.976,2.382,2.54,0.192
145644 (4107 P-L),14.98,6.952,0.044,0.1082,3.245,2.894,4.3,0.1686
145645 (4125 P-L),15.03,6.646,0.051,0.2051,3.18,2.528,11.48,0.1738
145647 (4193 P-L),15.84,2.037,0.269,0.1752,2.584,2.131,2.68,0.2373
145652 (4278 P-L),15.2,6.026,0.049,0.1775,3.168,2.606,3.9,0.1748
145659 (6697 P-L),16.0,3.983,0.044,0.1756,2.74,2.259,3.6,0.2173
145660 (6701 P-L),15.7,2.852,0.104,0.1087,2.776,2.474,14.68,0.2131
145661 (6714 P-L),14.88,7.37,0.036,0.1103,3.181,2.83,21.67,0.1737
145662 (6737 P-L),16.29,2.448,0.098,0.1819,2.776,2.271,3.31,0.2131
145663 (6805 P-L),16.54,1.383,0.255,0.2792,2.59,1.867,3.01,0.2365
145667 (9537 P-L),15.51,2.686,0.186,0.0727,2.58,2.393,5.36,0.2378
145669 (2244 T-1),15.84,1.926,0.329,0.179,2.675,2.196,10.65,0.2253
145670 (4241 T-1),15.74,2.398,0.161,0.1412,2.604,2.237,12.82,0.2345
145673 (1333 T-2),16.09,4.313,0.034,0.219,3.041,2.375,2.23,0.1859
145677 (2172 T-2),16.11,1.859,0.169,0.1901,2.569,2.081,13.72,0.2393
145678 (2251 T-2),14.9,8.497,0.024,0.1671,3.089,2.573,6.68,0.1816
145680 (3002 T-2),15.51,4.827,0.076,0.2282,2.794,2.157,7.76,0.211
145685 (4075 T-2),16.74,2.328,0.057,0.1732,2.581,2.134,9.09,0.2377
145686 (4077 T-2),16.7,3.143,0.045,0.1467,2.566,2.189,8.63,0.2398
145687 (1072 T-3),15.74,4.384,0.064,0.0356,2.842,2.741,10.33,0.2057
145689 (2219 T-3),15.25,2.767,0.253,0.0543,2.515,2.379,2.79,0.2471
145692 (2625 T-3),15.05,3.319,0.193,0.0807,3.002,2.76,11.05,0.1894
145696 (3361 T-3),15.21,4.908,0.073,0.1698,3.2,2.656,5.05,0.1722
145698 (3471 T-3),15.59,2.285,0.281,0.1223,2.565,2.252,3.34,0.2399
145703 (4389 T-3),15.13,5.789,0.062,0.1519,2.568,2.177,27.54,0.2396
145707 (1981 EN10),15.08,6.926,0.04,0.2748,2.65,1.922,14.28,0.2285
145708 (1981 EB32),15.11,4.089,0.106,0.0284,3.095,3.007,8.24,0.181
145709 Rocknowar (1981 SK9),15.2,2.256,0.316,0.2086,2.558,2.024,12.98,0.241
145710 (1989 SF3),15.93,1.67,0.303,0.3126,2.594,1.783,4.17,0.2359
145712 (1991 BQ1),15.85,4.249,0.049,0.2145,2.536,1.992,6.58,0.2441
145723 (1993 YT),14.76,8.148,0.051,0.289,2.694,1.915,26.95,0.2229
145731 (1995 AU),15.39,4.583,0.084,0.2306,2.531,1.948,7.21,0.2448
145739 (1995 SX27),15.24,6.428,0.036,0.1329,3.057,2.651,15.37,0.1844
145740 (1995 SZ68),16.22,3.97,0.041,0.2025,2.286,1.823,3.34,0.2852
145752 (1995 YV11),15.89,4.489,0.05,0.0488,3.122,2.97,2.74,0.1786
145760 (1997 EO3),15.36,5.555,0.057,0.0266,3.11,3.027,2.7,0.1797
145769 (1997 SR14),16.22,3.213,0.062,0.1418,2.712,2.327,5.3,0.2207
145770 (1997 TW24),16.33,3.341,0.063,0.2913,2.678,1.898,7.15,0.2249
145775 (1998 BE20),15.68,6.428,0.027,0.1341,2.652,2.296,10.72,0.2283
145778 (1998 BL24),15.83,2.813,0.117,0.2061,2.79,2.215,4.55,0.2115
145783 (1998 KF),15.38,4.884,0.062,0.1971,3.02,2.425,3.78,0.1878
145785 (1998 MO33),15.97,2.288,0.157,0.2657,2.352,1.727,7.04,0.2733
145791 (1998 QM77),15.91,3.031,0.101,0.2441,2.411,1.822,9.3,0.2634
145798 (1998 RA30),16.59,2.991,0.06,0.1728,2.354,1.948,2.93,0.2728
145803 (1998 SW12),14.88,2.793,0.298,0.3025,2.607,1.818,32.43,0.2341
145808 (1998 SQ83),16.58,2.484,0.069,0.1886,2.371,1.924,2.92,0.27
145812 (1998 SX115),15.11,2.623,0.282,0.0468,2.524,2.406,2.61,0.2459
145813 (1998 SJ125),16.33,3.359,0.052,0.1843,2.537,2.07,8.98,0.2438
145824 (1998 UP34),16.07,1.934,0.272,0.2509,2.542,1.904,6.79,0.2431
145827 (1998 VA7),16.06,3.204,0.075,0.1898,2.421,1.961,9.91,0.2617
145831 (1998 VB57),16.11,4.629,0.039,0.2512,2.458,1.841,10.37,0.2558
145836 (1998 XE63),15.6,4.863,0.068,0.2851,2.487,1.778,13.07,0.2512
145857 (1999 EY2),15.73,1.592,0.366,0.3716,2.418,1.52,21.21,0.2621
145861 (1999 LF1),14.67,5.505,0.111,0.236,2.775,2.12,34.26,0.2132
145864 (1999 NE41),15.01,6.504,0.055,0.302,2.773,1.935,28.81,0.2134
145867 (1999 RJ131),16.55,1.77,0.17,0.0924,2.196,1.993,7.19,0.3028
145878 (1999 SS14),14.85,3.059,0.227,0.2135,3.137,2.467,16.54,0.1774
145879 (1999 SW21),15.72,4.355,0.049,0.0677,3.189,2.973,4.76,0.1731
145882 (1999 TU32),16.64,1.342,0.27,0.1394,2.22,1.911,2.65,0.2979
145884 (1999 TY83),15.31,3.982,0.093,0.1816,3.139,2.569,4.46,0.1772
145889 (1999 TC125),17.19,1.198,0.235,0.201,2.229,1.781,3.8,0.2962
145894 (1999 TF167),14.98,6.09,0.063,0.0298,3.17,3.075,8.44,0.1747
145896 (1999 TF190),16.5,2.906,0.069,0.2159,2.221,1.741,7.68,0.2979
145898 (1999 TT192),16.57,1.418,0.319,0.1113,2.247,1.997,5.31,0.2926
145904 (1999 TK250),14.56,7.164,0.072,0.0431,3.174,3.037,22.3,0.1743
145908 (1999 TO297),15.55,4.233,0.062,0.1368,3.121,2.694,5.37,0.1787
145909 (1999 TR320),16.43,1.548,0.293,0.1029,2.23,2.0,4.24,0.296
145914 (1999 UE25),17.44,1.327,0.132,0.1782,2.236,1.838,5.22,0.2948
145921 (1999 VT137),16.67,2.037,0.098,0.2005,2.222,1.777,5.05,0.2976
145941 (1999 XB81),16.22,2.227,0.187,0.0972,2.265,2.045,5.78,0.2892
145945 (1999 XF127),15.37,2.133,0.344,0.2749,2.385,1.729,25.31,0.2676
145960 (1999 XV255),14.6,7.103,0.051,0.1318,3.954,3.433,1.91,0.1254
145964 (1999 YY7),16.33,1.771,0.246,0.0656,2.237,2.09,7.08,0.2946
145976 (2000 AR65),15.7,2.607,0.18,0.2524,2.348,1.755,8.87,0.2739
145977 (2000 AS85),16.83,1.492,0.199,0.146,2.285,1.952,5.27,0.2853
145980 (2000 AZ152),15.69,3.838,0.085,0.2549,2.281,1.699,20.94,0.2862
145984 (2000 AG214),17.02,1.081,0.316,0.2041,2.288,1.821,5.05,0.2847
145987 (2000 AN228),16.81,1.634,0.166,0.1466,2.305,1.967,5.81,0.2817
145994 (2000 CL12),16.83,1.662,0.193,0.1101,2.296,2.043,4.67,0.2833
146000 (2000 CZ40),15.46,2.46,0.243,0.1827,2.317,1.894,25.91,0.2794
146006 (2000 CR64),16.64,2.944,0.062,0.0943,2.319,2.1,2.77,0.2791
146007 (2000 CA67),16.48,3.453,0.049,0.1698,2.351,1.952,4.02,0.2734
146012 (2000 CK89),15.52,2.307,0.276,0.0684,2.53,2.356,4.32,0.245
146015 (2000 CV111),16.27,1.538,0.326,0.2368,2.303,1.758,9.43,0.282
146028 (2000 DG64),17.07,2.294,0.064,0.1062,2.342,2.093,1.74,0.2751
146035 (2000 DG88),13.89,10.217,0.051,0.1399,3.99,3.432,8.13,0.1237
146045 (2000 ET11),14.74,3.023,0.336,0.042,2.51,2.405,13.37,0.2478
146048 (2000 EX17),16.54,2.819,0.071,0.188,2.342,1.902,6.54,0.275
146052 (2000 ES86),16.23,3.375,0.068,0.1651,2.396,2.0,10.88,0.2658
146054 (2000 EB101),15.51,1.879,0.416,0.1936,2.626,2.117,9.2,0.2317
146059 (2000 ER181),15.82,4.35,0.049,0.1237,2.577,2.258,9.95,0.2383
146075 (2000 GC116),16.64,3.468,0.049,0.1875,2.397,1.948,5.92,0.2655
146076 (2000 GR158),16.74,2.885,0.049,0.0772,2.364,2.181,1.89,0.2712
146084 (2000 HG62),16.9,2.522,0.058,0.1464,2.392,2.042,1.81,0.2664
146097 (2000 PK7),14.9,6.997,0.048,0.1998,3.048,2.439,11.61,0.1852
146099 (2000 PX25),14.22,8.496,0.074,0.2378,3.116,2.375,17.52,0.1792
146100 (2000 PM26),14.83,6.271,0.071,0.2109,2.992,2.361,12.12,0.1905
146101 (2000 QR5),14.13,10.04,0.078,0.255,3.163,2.356,23.51,0.1752
146102 (2000 QB9),15.35,5.599,0.047,0.2304,2.786,2.144,7.14,0.212
146110 (2000 QH152),14.14,10.582,0.048,0.2118,3.166,2.495,25.58,0.175
146111 (2000 QV160),15.61,2.647,0.191,0.2384,2.894,2.204,8.89,0.2002
146112 (2000 QW176),15.01,2.915,0.3,0.0867,2.553,2.331,12.89,0.2417
146113 (2000 QQ179),15.27,6.169,0.046,0.1672,3.123,2.601,2.64,0.1786
146114 (2000 QU208),14.68,6.021,0.085,0.1628,3.129,2.619,22.75,0.1781
146115 (2000 QC215),15.3,4.596,0.092,0.1035,3.033,2.719,6.09,0.1866
146118 (2000 RZ2),14.87,4.435,0.156,0.1197,2.979,2.622,11.12,0.1917
146121 (2000 RR18),15.08,7.457,0.042,0.147,3.037,2.591,8.19,0.1862
146124 (2000 RN29),14.45,9.354,0.049,0.2455,3.14,2.369,17.18,0.1772
146125 (2000 RM39),15.36,3.604,0.136,0.0246,2.961,2.888,8.29,0.1934
146126 (2000 RL80),15.44,5.498,0.049,0.0907,3.003,2.731,5.67,0.1894
146127 (2000 RD82),15.18,5.589,0.068,0.1694,2.972,2.468,9.0,0.1924
146130 (2000 RG93),15.66,2.478,0.239,0.0922,2.861,2.597,5.71,0.2037
146131 (2000 RK97),15.13,3.571,0.071,0.3301,3.07,2.057,13.5,0.1832
146132 (2000 RP101),14.17,8.473,0.074,0.1971,3.096,2.486,25.92,0.1809
146134 (2000 SE1),15.98,1.294,0.412,0.2708,1.853,1.352,28.51,0.3906
146136 (2000 SS27),15.34,2.845,0.218,0.1168,3.018,2.665,9.1,0.188
146141 (2000 SC52),15.47,2.765,0.211,0.1534,3.003,2.543,10.12,0.1894
146143 (2000 SF58),15.84,3.42,0.087,0.177,3.043,2.504,1.55,0.1857
146148 (2000 SN132),14.02,9.945,0.059,0.1055,3.109,2.781,16.7,0.1798
146149 (2000 SG134),15.22,3.799,0.134,0.1055,3.063,2.74,8.41,0.1839
146150 (2000 SS138),15.34,3.045,0.209,0.1124,2.969,2.635,9.06,0.1926
146154 (2000 SQ150),14.77,3.81,0.193,0.0754,3.089,2.856,9.49,0.1815
146156 (2000 SG158),14.37,7.46,0.08,0.206,3.203,2.543,14.36,0.172
146159 (2000 SC177),14.71,6.88,0.065,0.1814,3.138,2.569,4.58,0.1773
146160 (2000 SA183),15.38,4.966,0.072,0.194,2.99,2.41,3.41,0.1906
146161 (2000 SS186),15.33,5.405,0.066,0.1726,3.09,2.556,3.83,0.1815
146162 (2000 SS188),15.04,7.318,0.052,0.0971,3.169,2.861,11.57,0.1747
146163 (2000 ST204),15.42,5.692,0.055,0.1461,3.118,2.663,2.66,0.179
146164 (2000 SK224),15.36,3.344,0.158,0.1256,2.906,2.541,3.15,0.1989
146165 (2000 SM227),15.14,5.008,0.093,0.1457,3.166,2.705,8.7,0.1749
146167 (2000 SY266),14.48,8.25,0.054,0.0351,3.128,3.019,21.59,0.1781
146168 (2000 SM267),15.64,4.916,0.073,0.1965,3.074,2.47,2.36,0.1828
146170 (2000 SK275),15.12,5.925,0.06,0.2256,3.188,2.469,14.56,0.1731
146174 (2000 SW295),15.2,4.272,0.106,0.2957,3.071,2.163,5.16,0.1831
146175 (2000 SJ300),15.13,4.208,0.12,0.0714,3.103,2.881,9.49,0.1804
146179 (2000 SY309),14.17,7.482,0.095,0.0181,3.132,3.075,19.68,0.1778
146181 (2000 SX316),14.94,6.836,0.055,0.1007,3.046,2.739,13.53,0.1854
146184 (2000 SX333),15.74,5.593,0.039,0.2386,3.133,2.386,10.73,0.1777
146185 (2000 SD338),14.88,6.26,0.059,0.0949,3.098,2.804,23.07,0.1808
146191 (2000 TE33),15.58,1.422,0.726,0.0773,1.95,1.799,17.53,0.362
146193 (2000 TO45),15.17,3.978,0.122,0.1859,3.093,2.518,8.27,0.1812
146194 (2000 TO51),14.69,7.135,0.06,0.2065,3.139,2.491,24.44,0.1772
146198 (2000 TT68),15.24,3.394,0.153,0.0528,2.765,2.619,10.71,0.2144
146201 (2000 UX18),14.84,6.888,0.071,0.1974,3.199,2.568,14.81,0.1722
146203 (2000 UW56),14.94,4.316,0.125,0.0689,3.106,2.892,9.61,0.18
146205 (2000 UW62),14.89,4.505,0.115,0.136,3.07,2.652,10.7,0.1833
146209 (2000 US82),15.64,4.939,0.055,0.1475,3.075,2.621,2.44,0.1828
146210 (2000 UV94),15.38,2.981,0.199,0.0602,2.977,2.797,8.88,0.1919
146211 (2000 UV97),14.7,5.859,0.098,0.1532,3.205,2.714,15.72,0.1718
146214 (2000 VQ34),15.6,4.278,0.08,0.1852,2.977,2.425,4.74,0.1919
146217 (2000 VX50),15.02,3.618,0.178,0.0989,3.108,2.801,9.26,0.1799
146218 (2000 VN52),14.75,7.68,0.052,0.1397,3.184,2.739,15.24,0.1735
146226 (2000 WZ70),14.62,6.938,0.084,0.0803,3.219,2.96,6.73,0.1707
146228 (2000 WL76),15.13,6.73,0.047,0.1219,3.161,2.776,16.56,0.1754
146231 (2000 WX101),14.65,6.686,0.075,0.1488,3.224,2.745,17.82,0.1702
146237 (2000 WP154),14.37,7.046,0.098,0.1759,3.146,2.593,21.12,0.1766
146238 (2000 WZ154),15.24,3.832,0.145,0.1821,3.038,2.484,7.08,0.1862
146241 (2000 WV191),15.16,6.705,0.047,0.1382,3.053,2.631,9.95,0.1848
146242 (2000 XQ2),14.27,9.627,0.058,0.0963,3.164,2.86,15.82,0.1751
146243 (2000 XA3),15.14,6.99,0.048,0.2326,3.132,2.403,10.32,0.1778
146245 (2000 XV18),14.58,8.332,0.048,0.0751,3.165,2.927,12.72,0.1751
146246 (2000 XX19),15.41,6.808,0.032,0.2329,3.151,2.417,10.04,0.1762
146247 (2000 XU23),14.68,6.41,0.082,0.1331,3.104,2.691,17.03,0.1802
146248 (2000 XW35),14.6,8.71,0.049,0.2176,3.205,2.508,21.48,0.1718
146250 (2000 YZ11),14.28,9.206,0.048,0.2352,3.181,2.433,27.15,0.1737
146252 (2000 YS48),15.26,4.794,0.07,0.1823,3.197,2.614,6.22,0.1724
146253 (2000 YB50),14.63,8.059,0.043,0.1453,3.241,2.77,12.8,0.1689
146257 (2000 YM135),14.83,6.56,0.065,0.2248,3.195,2.477,13.88,0.1726
146260 (2001 BX8),14.94,5.425,0.079,0.1045,3.206,2.871,6.62,0.1717
146261 (2001 BA10),14.38,8.008,0.052,0.1808,3.138,2.571,26.95,0.1773
146267 (2001 CO26),15.6,2.334,0.27,0.1606,2.183,1.832,8.05,0.3057
146269 (2001 DY36),14.67,7.428,0.061,0.0435,3.216,3.076,22.1,0.1709
146271 (2001 DQ75),15.34,5.766,0.048,0.1019,3.238,2.908,3.96,0.1692
146277 (2001 FJ49),15.28,2.473,0.381,0.226,2.327,1.801,5.84,0.2777
146289 (2001 GH1),15.34,2.648,0.252,0.199,2.296,1.839,22.6,0.2834
146324 (2001 LY18),15.21,6.458,0.042,0.1632,2.562,2.144,11.47,0.2403
146337 (2001 OW14),14.75,2.736,0.374,0.2781,2.666,1.924,12.21,0.2265
146340 (2001 OF51),15.14,6.364,0.051,0.2635,2.672,1.968,14.15,0.2257
146344 (2001 OF68),15.63,5.086,0.039,0.1917,2.64,2.134,13.06,0.2298
146345 (2001 OJ73),14.99,2.357,0.38,0.251,2.337,1.751,25.13,0.2758
146349 (2001 OX96),15.81,2.887,0.134,0.1587,2.627,2.21,5.91,0.2315
146355 (2001 OL106),15.16,2.662,0.3,0.2064,2.745,2.178,12.42,0.2167
146356 (2001 OB107),15.38,4.915,0.088,0.3173,2.777,1.896,6.37,0.213
146359 (2001 PG4),15.68,3.875,0.081,0.2336,2.63,2.016,4.47,0.231
146360 (2001 PM4),15.32,2.477,0.346,0.1283,2.685,2.341,21.16,0.224
146361 (2001 PL5),16.01,3.229,0.081,0.1189,2.628,2.316,9.57,0.2313
146362 (2001 PR13),16.2,2.286,0.135,0.0901,2.657,2.418,2.33,0.2276
146366 (2001 PT40),15.93,2.146,0.221,0.0962,2.649,2.394,7.03,0.2287
146373 (2001 QM3),15.64,2.729,0.164,0.0945,2.607,2.361,14.47,0.2341
146376 (2001 QJ12),15.86,5.189,0.05,0.302,2.695,1.881,5.23,0.2227
146378 (2001 QN32),14.65,5.084,0.157,0.2268,2.691,2.081,16.57,0.2233
146384 (2001 QF59),15.3,5.411,0.046,0.215,2.745,2.155,10.67,0.2167
146385 (2001 QY62),15.26,5.49,0.059,0.1745,2.645,2.183,11.11,0.2291
146393 (2001 QO119),15.91,4.728,0.041,0.1705,2.656,2.203,5.72,0.2277
146394 (2001 QH133),15.67,2.473,0.152,0.0754,2.658,2.458,7.69,0.2274
146403 (2001 QA166),15.91,2.163,0.198,0.1039,2.653,2.377,10.04,0.2281
146404 (2001 QZ180),15.79,3.845,0.057,0.1125,2.632,2.336,9.3,0.2308
146406 (2001 QU189),15.88,2.152,0.219,0.1259,2.689,2.35,13.88,0.2236
146407 (2001 QK190),15.58,2.327,0.271,0.1223,2.669,2.343,13.6,0.226
146412 (2001 QU196),15.19,3.137,0.216,0.1585,2.73,2.297,14.25,0.2185
146414 (2001 QV197),15.17,2.539,0.361,0.1639,2.781,2.325,11.61,0.2125
146423 (2001 QK228),15.54,2.666,0.227,0.0724,2.647,2.455,14.32,0.2289
146424 (2001 QO231),15.72,2.225,0.247,0.187,2.646,2.151,12.36,0.229
146426 (2001 QF245),15.51,5.587,0.057,0.1529,2.766,2.343,15.54,0.2142
146427 (2001 QG247),16.08,3.623,0.064,0.2138,2.78,2.186,1.88,0.2126
146429 (2001 QQ258),16.35,3.099,0.067,0.1996,2.79,2.233,6.98,0.2115
146431 (2001 QT267),15.76,2.49,0.237,0.1145,2.699,2.39,11.92,0.2222
146435 (2001 QU278),15.49,4.989,0.054,0.1434,2.677,2.293,13.61,0.225
146437 (2001 QK282),14.97,3.526,0.171,0.2004,2.767,2.212,15.01,0.2141
146438 (2001 QQ283),15.32,2.395,0.281,0.1662,2.65,2.209,11.43,0.2285
146441 (2001 QQ291),15.09,5.579,0.07,0.09,2.319,2.11,24.08,0.2791
146445 (2001 RC1),16.07,1.963,0.219,0.1253,2.653,2.321,1.53,0.228
146447 (2001 RU8),16.66,3.328,0.04,0.1989,2.393,1.917,4.33,0.2662
146449 (2001 RC22),15.72,1.793,0.347,0.1759,2.423,1.997,1.55,0.2612
146451 (2001 RP26),15.45,4.563,0.023,0.2029,2.676,2.133,6.04,0.2252
146453 (2001 RC28),15.36,2.407,0.305,0.2653,2.626,1.929,5.43,0.2316
146457 (2001 RH37),15.66,3.92,0.073,0.1019,2.606,2.34,17.17,0.2343
146460 (2001 RR51),15.88,3.119,0.095,0.0462,2.622,2.501,12.01,0.2321
146465 (2001 RJ61),15.57,4.335,0.094,0.1489,2.69,2.289,5.8,0.2234
146466 (2001 RY62),15.79,4.682,0.051,0.1333,2.701,2.341,7.81,0.2221
146467 (2001 RX63),15.47,4.546,0.059,0.2311,2.641,2.031,13.76,0.2296
146469 (2001 RR75),15.67,4.158,0.085,0.2323,2.798,2.148,2.99,0.2106
146470 (2001 RM78),15.32,2.468,0.318,0.1954,2.814,2.264,9.74,0.2088
146472 (2001 RO79),15.51,4.845,0.082,0.1922,2.811,2.271,9.04,0.2091
146475 (2001 RS90),15.63,4.172,0.077,0.0671,2.694,2.513,7.04,0.223
146489 (2001 SW2),15.81,2.059,0.316,0.1923,2.761,2.23,4.38,0.2148
146494 (2001 SO22),16.22,3.631,0.058,0.1837,2.688,2.194,2.68,0.2236
146507 (2001 SP58),15.41,5.065,0.075,0.1175,2.754,2.43,4.57,0.2157
146513 (2001 SA98),16.1,3.036,0.084,0.0673,2.738,2.554,4.09,0.2176
146519 (2001 ST142),16.43,2.629,0.102,0.1419,2.69,2.309,3.4,0.2234
146534 (2001 SX223),16.34,3.344,0.091,0.0713,2.747,2.551,5.39,0.2164
146543 (2001 SC277),15.54,4.35,0.085,0.1456,2.774,2.37,7.69,0.2134
146544 (2001 SE277),15.03,7.537,0.037,0.0939,2.652,2.403,26.17,0.2283
146545 (2001 SC278),15.62,3.92,0.096,0.1778,2.754,2.264,6.61,0.2157
146548 (2001 SU285),14.69,7.624,0.053,0.1814,2.527,2.068,12.85,0.2454
146553 (2001 SX304),16.66,2.839,0.06,0.0639,2.759,2.583,4.46,0.215
146554 (2001 SE315),15.62,4.629,0.075,0.2108,2.708,2.137,10.58,0.2212
146555 (2001 SL317),16.39,3.588,0.045,0.0733,2.761,2.558,3.49,0.2149
146571 (2001 TR65),15.45,2.78,0.229,0.1587,2.762,2.323,2.37,0.2148
146572 (2001 TF68),14.83,3.021,0.28,0.0671,2.731,2.548,15.83,0.2183
146576 (2001 TZ77),15.52,4.912,0.051,0.0534,2.727,2.581,6.33,0.2189
146578 (2001 TX87),16.38,3.014,0.054,0.0854,2.73,2.497,4.21,0.2185
146579 (2001 TF88),15.8,3.952,0.078,0.0682,2.695,2.511,4.42,0.2228
146584 (2001 TQ101),16.12,3.799,0.07,0.075,2.756,2.549,4.89,0.2154
146586 (2001 TE123),15.88,4.259,0.056,0.1553,2.699,2.28,10.85,0.2223
146587 (2001 TJ125),15.49,4.854,0.068,0.1181,2.734,2.411,7.89,0.218
146588 (2001 TC127),16.32,2.735,0.078,0.2227,2.803,2.179,2.22,0.21
146589 (2001 TS138),15.95,2.537,0.158,0.088,2.678,2.443,11.88,0.2249
146597 (2001 TA160),15.34,6.166,0.056,0.192,2.78,2.246,11.39,0.2127
146598 (2001 TQ166),15.12,3.29,0.196,0.1209,2.857,2.511,14.21,0.2041
146599 (2001 TK168),15.65,2.483,0.198,0.1446,2.756,2.357,8.25,0.2154
146600 (2001 TJ169),15.81,3.255,0.104,0.307,2.769,1.919,7.15,0.2139
146602 (2001 TW188),15.33,4.016,0.1,0.1208,2.737,2.406,5.86,0.2177
146603 (2001 TC192),15.19,2.855,0.286,0.143,2.777,2.38,12.7,0.213
146609 (2001 TS200),15.67,4.669,0.067,0.0828,2.724,2.499,9.49,0.2192
146621 (2001 TX229),15.89,3.208,0.119,0.0538,2.728,2.582,3.72,0.2187
146624 (2001 TR256),16.02,3.013,0.093,0.1771,2.663,2.192,12.74,0.2268
146626 (2001 UN3),16.12,3.872,0.056,0.0884,2.763,2.519,4.94,0.2146
146627 (2001 UD12),13.85,10.152,0.062,0.2857,3.147,2.248,26.15,0.1765
146629 (2001 UX19),16.06,4.212,0.052,0.0801,2.712,2.495,6.47,0.2207
146630 (2001 UU23),16.04,4.186,0.064,0.1438,2.726,2.334,8.21,0.219
